sample_id,data_json,metadata_json,mxl_file,pdf_file,title,creator,source_format,key_signatures,time_signatures,tempo,resolution,parts_count,track_cnt
QmamjXLDbRdc9g7rKHL5rA5yDWdod8QHTP92ErD8siGEKr,data/0/31/QmamjXLDbRdc9g7rKHL5rA5yDWdod8QHTP92ErD8siGEKr.json,,mxl/0/31/QmamjXLDbRdc9g7rKHL5rA5yDWdod8QHTP92ErD8siGEKr.mxl,pdf/0/31/QmamjXLDbRdc9g7rKHL5rA5yDWdod8QHTP92ErD8siGEKr.pdf,Prince of Wales Strathspey [1]; The,,musescore,Bb major; Bb major,2/2; 2/2,120.0 BPM,480,0,1
QmVUVK4xnYeS1Yd7852jsQrCfmfKDuCykUx4zVSQfY4Pvn,data/13/47/QmVUVK4xnYeS1Yd7852jsQrCfmfKDuCykUx4zVSQfY4Pvn.json,,mxl/13/47/QmVUVK4xnYeS1Yd7852jsQrCfmfKDuCykUx4zVSQfY4Pvn.mxl,pdf/13/47/QmVUVK4xnYeS1Yd7852jsQrCfmfKDuCykUx4zVSQfY4Pvn.pdf,Cornelius Curtin's Big Balloon,,musescore,E minor,6/8,120.0 BPM,480,0,1
QmesD9GHffeTHg4FDEJWu2ZaxbJsgvfCYGLYM4wSE1Bzcx,data/4/42/QmesD9GHffeTHg4FDEJWu2ZaxbJsgvfCYGLYM4wSE1Bzcx.json,,mxl/4/42/QmesD9GHffeTHg4FDEJWu2ZaxbJsgvfCYGLYM4wSE1Bzcx.mxl,pdf/4/42/QmesD9GHffeTHg4FDEJWu2ZaxbJsgvfCYGLYM4wSE1Bzcx.pdf,Green Sleeves,,musescore,None None,6/8,120.0 BPM,480,0,1
QmZjbBxQ5PbdXyqpPJc2FuX7H8o7VYNf5oWQ384KtKhzXV,data/17/26/QmZjbBxQ5PbdXyqpPJc2FuX7H8o7VYNf5oWQ384KtKhzXV.json,,mxl/17/26/QmZjbBxQ5PbdXyqpPJc2FuX7H8o7VYNf5oWQ384KtKhzXV.mxl,pdf/17/26/QmZjbBxQ5PbdXyqpPJc2FuX7H8o7VYNf5oWQ384KtKhzXV.pdf,The Rich Mazurka,,musescore,D major; D major,3/4; 3/4,120.0 BPM,480,0,1
QmTDNpnM8wfA3rGCH1T33o4LzYDmZMfg7tmeFiUy8FvkwJ,data/11/16/QmTDNpnM8wfA3rGCH1T33o4LzYDmZMfg7tmeFiUy8FvkwJ.json,,mxl/11/16/QmTDNpnM8wfA3rGCH1T33o4LzYDmZMfg7tmeFiUy8FvkwJ.mxl,pdf/11/16/QmTDNpnM8wfA3rGCH1T33o4LzYDmZMfg7tmeFiUy8FvkwJ.pdf,Fourpence Ha'penny Farthing,,musescore,D major; D major,6/8; 6/8,120.0 BPM,480,0,1
QmVh3kJWTGPhc7qxSQZpDZHcT3Y6qCaSkKdZUnjJeHyCEi,data/13/23/QmVh3kJWTGPhc7qxSQZpDZHcT3Y6qCaSkKdZUnjJeHyCEi.json,,mxl/13/23/QmVh3kJWTGPhc7qxSQZpDZHcT3Y6qCaSkKdZUnjJeHyCEi.mxl,pdf/13/23/QmVh3kJWTGPhc7qxSQZpDZHcT3Y6qCaSkKdZUnjJeHyCEi.pdf,Weymouth Quickstep; The,,musescore,D major; D major,6/8; 6/8,120.0 BPM,480,0,1
QmQqWVfLrVprHnNdPLvV7njkRsUvUVDza7QBYScPaG4NoW,data/8/38/QmQqWVfLrVprHnNdPLvV7njkRsUvUVDza7QBYScPaG4NoW.json,,mxl/8/38/QmQqWVfLrVprHnNdPLvV7njkRsUvUVDza7QBYScPaG4NoW.mxl,pdf/8/38/QmQqWVfLrVprHnNdPLvV7njkRsUvUVDza7QBYScPaG4NoW.pdf,COTILLION No. 5. tune 4,,musescore,D major; D major,6/8; 6/8,120.0 BPM,480,0,1
QmXH1WqU2JwGkAF5vsgmK4CZhMDMV8VGWm8tce93MQUrC1,data/15/24/QmXH1WqU2JwGkAF5vsgmK4CZhMDMV8VGWm8tce93MQUrC1.json,,mxl/15/24/QmXH1WqU2JwGkAF5vsgmK4CZhMDMV8VGWm8tce93MQUrC1.mxl,pdf/15/24/QmXH1WqU2JwGkAF5vsgmK4CZhMDMV8VGWm8tce93MQUrC1.pdf,,,musescore,None None,2/2,160.0002 BPM,480,0,2
QmQKvHWCY8CRfYMtLdaPaoYTqwT9URceEom9hN9LKaNkAc,data/8/29/QmQKvHWCY8CRfYMtLdaPaoYTqwT9URceEom9hN9LKaNkAc.json,,mxl/8/29/QmQKvHWCY8CRfYMtLdaPaoYTqwT9URceEom9hN9LKaNkAc.mxl,pdf/8/29/QmQKvHWCY8CRfYMtLdaPaoYTqwT9URceEom9hN9LKaNkAc.pdf,The Fancy Fair,,musescore,G major; G major,4/4; 4/4,120.0 BPM,480,0,1
QmQB7S7KGm6Dig3qH3fH7SuaoKr68q5ghtR4hvYk3gKi6a,data/8/12/QmQB7S7KGm6Dig3qH3fH7SuaoKr68q5ghtR4hvYk3gKi6a.json,,mxl/8/12/QmQB7S7KGm6Dig3qH3fH7SuaoKr68q5ghtR4hvYk3gKi6a.mxl,pdf/8/12/QmQB7S7KGm6Dig3qH3fH7SuaoKr68q5ghtR4hvYk3gKi6a.pdf,Who Shall Be Able to Stand?,Edmund Simon Lorenz,musescore,Eb major,4/4,100.0002 BPM,480,0,2
QmcQcv94YTgCnxYLinbTSGbmD6ykRmTNBpmuusEfZDVPSh,data/2/39/QmcQcv94YTgCnxYLinbTSGbmD6ykRmTNBpmuusEfZDVPSh.json,,mxl/2/39/QmcQcv94YTgCnxYLinbTSGbmD6ykRmTNBpmuusEfZDVPSh.mxl,pdf/2/39/QmcQcv94YTgCnxYLinbTSGbmD6ykRmTNBpmuusEfZDVPSh.pdf,,,musescore,E major,4/4,108.0 BPM; 108.0 BPM,480,0,2
QmcNPy7brM7DF4skvU1cPK7wZYMQBSkksvH8ZZUmkw8m18,data/2/34/QmcNPy7brM7DF4skvU1cPK7wZYMQBSkksvH8ZZUmkw8m18.json,,mxl/2/34/QmcNPy7brM7DF4skvU1cPK7wZYMQBSkksvH8ZZUmkw8m18.mxl,pdf/2/34/QmcNPy7brM7DF4skvU1cPK7wZYMQBSkksvH8ZZUmkw8m18.pdf,O Summer Fair,,musescore,,3/4; 3/4,120.0 BPM,480,0,1
QmT3cHGHHLp9jjdSs71KKDTbQyuvKC1jP1P8dxA8UUf5rF,data/11/2/QmT3cHGHHLp9jjdSs71KKDTbQyuvKC1jP1P8dxA8UUf5rF.json,,mxl/11/2/QmT3cHGHHLp9jjdSs71KKDTbQyuvKC1jP1P8dxA8UUf5rF.mxl,pdf/11/2/QmT3cHGHHLp9jjdSs71KKDTbQyuvKC1jP1P8dxA8UUf5rF.pdf,The Farfar Sodger,,musescore,D major,4/4,120.0 BPM,480,0,1
QmfUy2gtatvatz3FmB4VqRKow8GcCoewN4kUJaErwNWMzq,data/5/47/QmfUy2gtatvatz3FmB4VqRKow8GcCoewN4kUJaErwNWMzq.json,,mxl/5/47/QmfUy2gtatvatz3FmB4VqRKow8GcCoewN4kUJaErwNWMzq.mxl,pdf/5/47/QmfUy2gtatvatz3FmB4VqRKow8GcCoewN4kUJaErwNWMzq.pdf,,,musescore,None None,4/4,108.0 BPM,480,0,1
QmasMj9TtqfVjGoY7gHeBzAWvnrH39QDhvP589eBntyt9M,data/0/42/QmasMj9TtqfVjGoY7gHeBzAWvnrH39QDhvP589eBntyt9M.json,,mxl/0/42/QmasMj9TtqfVjGoY7gHeBzAWvnrH39QDhvP589eBntyt9M.mxl,pdf/0/42/QmasMj9TtqfVjGoY7gHeBzAWvnrH39QDhvP589eBntyt9M.pdf,Bryn-y-Coed,R. G. Owen 1869 - 1930,musescore,D major,3/2,240.0 BPM,480,0,1
Qme7sLqmXruiYfzNPkw36BWMcEPcTue2UxXzHM2oSZ5gHa,data/4/6/Qme7sLqmXruiYfzNPkw36BWMcEPcTue2UxXzHM2oSZ5gHa.json,,mxl/4/6/Qme7sLqmXruiYfzNPkw36BWMcEPcTue2UxXzHM2oSZ5gHa.mxl,pdf/4/6/Qme7sLqmXruiYfzNPkw36BWMcEPcTue2UxXzHM2oSZ5gHa.pdf,Tulloch Gorum. LW.083,,musescore,F major; F major,2/2; 2/2,150.0 BPM; 150.0 BPM,480,0,1
QmPhuCK2i5xvzwTRL61vQug9nWggQvujXC31griGQpkBkR,data/7/23/QmPhuCK2i5xvzwTRL61vQug9nWggQvujXC31griGQpkBkR.json,,mxl/7/23/QmPhuCK2i5xvzwTRL61vQug9nWggQvujXC31griGQpkBkR.mxl,pdf/7/23/QmPhuCK2i5xvzwTRL61vQug9nWggQvujXC31griGQpkBkR.pdf,Captain's Hornpipe; The,Trad; Northumbrian,musescore,G major,4/4,120.0 BPM,480,0,1
Qmezc9TxeqCe7ukTWvJMTPeibnh1RwNYGDbsakK3mg8MSo,data/4/56/Qmezc9TxeqCe7ukTWvJMTPeibnh1RwNYGDbsakK3mg8MSo.json,,mxl/4/56/Qmezc9TxeqCe7ukTWvJMTPeibnh1RwNYGDbsakK3mg8MSo.mxl,pdf/4/56/Qmezc9TxeqCe7ukTWvJMTPeibnh1RwNYGDbsakK3mg8MSo.pdf,Whigs of Fife,William Marshall,musescore,,2/2; 2/2,120.0 BPM,480,0,2
QmXn3XjT9PJ3SkdBQvRpEVNvv1WxrhEngcUgywvp4eLZKY,data/15/33/QmXn3XjT9PJ3SkdBQvRpEVNvv1WxrhEngcUgywvp4eLZKY.json,,mxl/15/33/QmXn3XjT9PJ3SkdBQvRpEVNvv1WxrhEngcUgywvp4eLZKY.mxl,pdf/15/33/QmXn3XjT9PJ3SkdBQvRpEVNvv1WxrhEngcUgywvp4eLZKY.pdf,The Old Road To Garry,,musescore,,4/4,120.0 BPM,480,0,1
QmatNmQtvJqaWx3JHYipFRuCxsbSHcJm4UyNYKBxNyhSLi,data/0/44/QmatNmQtvJqaWx3JHYipFRuCxsbSHcJm4UyNYKBxNyhSLi.json,,mxl/0/44/QmatNmQtvJqaWx3JHYipFRuCxsbSHcJm4UyNYKBxNyhSLi.mxl,pdf/0/44/QmatNmQtvJqaWx3JHYipFRuCxsbSHcJm4UyNYKBxNyhSLi.pdf,Magnificat,Heinrich Ignaz von Biber,musescore,F major,3/4; 2/2; 3/4; 3/2; 2/2,94.0002 BPM; 94.0002 BPM; 94.0002 BPM; 94.0002 BPM; 94.0002 BPM; 94.0002 BPM; 94.0002 BPM; 94.0002 BPM; 94.0002 BPM,480,0,9
QmNqz6jcUzeSkuJigRKgRFxTkZLCWr6Toh9CKtm8SGfRT3,data/6/38/QmNqz6jcUzeSkuJigRKgRFxTkZLCWr6Toh9CKtm8SGfRT3.json,,mxl/6/38/QmNqz6jcUzeSkuJigRKgRFxTkZLCWr6Toh9CKtm8SGfRT3.mxl,pdf/6/38/QmNqz6jcUzeSkuJigRKgRFxTkZLCWr6Toh9CKtm8SGfRT3.pdf,les Enfants,,musescore,G major; G major,2/4; 2/4,120.0 BPM,480,0,2
QmaNWFYVCcV2vPnYhGS9nLYu4NLNVHfHkUscMT9c4VA24N,data/0/34/QmaNWFYVCcV2vPnYhGS9nLYu4NLNVHfHkUscMT9c4VA24N.json,,mxl/0/34/QmaNWFYVCcV2vPnYhGS9nLYu4NLNVHfHkUscMT9c4VA24N.mxl,pdf/0/34/QmaNWFYVCcV2vPnYhGS9nLYu4NLNVHfHkUscMT9c4VA24N.pdf,Waltz. Roose.0820,,musescore,F major; F major,3/4; 3/4,150.0 BPM; 150.0 BPM,480,0,1
QmVSY1DcNBF4XMhAzZP2CyMF5siMGcq9bJJfMjyw9gsA4t,data/13/43/QmVSY1DcNBF4XMhAzZP2CyMF5siMGcq9bJJfMjyw9gsA4t.json,,mxl/13/43/QmVSY1DcNBF4XMhAzZP2CyMF5siMGcq9bJJfMjyw9gsA4t.mxl,pdf/13/43/QmVSY1DcNBF4XMhAzZP2CyMF5siMGcq9bJJfMjyw9gsA4t.pdf,,,musescore,None None; None None,4/4; 3/8; 4/4,120.0 BPM; 96.0 BPM; 120.0 BPM; 96.0 BPM; 120.0 BPM; 96.0 BPM; 72.0 BPM; 112.0002 BPM; 72.0 BPM,480,0,8
QmSbfj3q5RRjngt27UCokzWVLvdQBbBaXtFaRYHKevKRku,data/10/11/QmSbfj3q5RRjngt27UCokzWVLvdQBbBaXtFaRYHKevKRku.json,,mxl/10/11/QmSbfj3q5RRjngt27UCokzWVLvdQBbBaXtFaRYHKevKRku.mxl,pdf/10/11/QmSbfj3q5RRjngt27UCokzWVLvdQBbBaXtFaRYHKevKRku.pdf,Eternal God; Celestial King,Daniel Brink Towner; 1907,musescore,Ab major,4/4,105.0 BPM,480,0,2
QmSBjig2SKqxkp4NtTt9k1agph6QLS9XvJveVdsCVTPAwm,data/10/12/QmSBjig2SKqxkp4NtTt9k1agph6QLS9XvJveVdsCVTPAwm.json,,mxl/10/12/QmSBjig2SKqxkp4NtTt9k1agph6QLS9XvJveVdsCVTPAwm.mxl,pdf/10/12/QmSBjig2SKqxkp4NtTt9k1agph6QLS9XvJveVdsCVTPAwm.pdf,Bossiney; irr.,Gustav Theodore Holst; 1906,musescore,F major,,120.0 BPM,480,0,2
QmQGF1PvRq7e4rcf6ZSpWqWLrmuh5KmQCYcejebD89tH3i,data/8/22/QmQGF1PvRq7e4rcf6ZSpWqWLrmuh5KmQCYcejebD89tH3i.json,,mxl/8/22/QmQGF1PvRq7e4rcf6ZSpWqWLrmuh5KmQCYcejebD89tH3i.mxl,pdf/8/22/QmQGF1PvRq7e4rcf6ZSpWqWLrmuh5KmQCYcejebD89tH3i.pdf,LEB/2/46/8 The Young Girl Cut Down In Her Prime,,musescore,F major,6/8,120.0 BPM,480,0,1
QmXRyUCmNZASmicH3XBBNFAoBq7Nj1hVpNqyA5U82AUYdL,data/15/41/QmXRyUCmNZASmicH3XBBNFAoBq7Nj1hVpNqyA5U82AUYdL.json,,mxl/15/41/QmXRyUCmNZASmicH3XBBNFAoBq7Nj1hVpNqyA5U82AUYdL.mxl,pdf/15/41/QmXRyUCmNZASmicH3XBBNFAoBq7Nj1hVpNqyA5U82AUYdL.pdf,Kilteery,,musescore,F major; F major; F major,4/4; 4/4; 4/4,120.0 BPM,480,0,1
QmTWwviWpc3NyVZwpHiBBLWjkkuv6iVVgtVmcu2m1yiapB,data/11/51/QmTWwviWpc3NyVZwpHiBBLWjkkuv6iVVgtVmcu2m1yiapB.json,,mxl/11/51/QmTWwviWpc3NyVZwpHiBBLWjkkuv6iVVgtVmcu2m1yiapB.mxl,pdf/11/51/QmTWwviWpc3NyVZwpHiBBLWjkkuv6iVVgtVmcu2m1yiapB.pdf,,,musescore,None None,4/4; 3/4; 1/4; 4/4; 7/8; 1/4; 4/4,100.0002 BPM,480,0,1
QmciKfED6fzhcwnsDUtHzCoyKvGoSifzAwoGURc5a2YYP8,data/2/25/QmciKfED6fzhcwnsDUtHzCoyKvGoSifzAwoGURc5a2YYP8.json,,mxl/2/25/QmciKfED6fzhcwnsDUtHzCoyKvGoSifzAwoGURc5a2YYP8.mxl,pdf/2/25/QmciKfED6fzhcwnsDUtHzCoyKvGoSifzAwoGURc5a2YYP8.pdf,Final Fantasy VII - It's Hard To Stand On Both Feet! (4 hand piano reduction),Nobuo Uematsu,musescore,None None; None None; None None; None None; None None; None None,4/4; 6/4; 4/4; 6/4,91.99980000000001 BPM; 91.99980000000001 BPM,480,0,1
QmPUm87VHbxxp3RbXTFATy4q3hH6xMZJt5F5MXQEguKRbX,data/7/47/QmPUm87VHbxxp3RbXTFATy4q3hH6xMZJt5F5MXQEguKRbX.json,,mxl/7/47/QmPUm87VHbxxp3RbXTFATy4q3hH6xMZJt5F5MXQEguKRbX.mxl,pdf/7/47/QmPUm87VHbxxp3RbXTFATy4q3hH6xMZJt5F5MXQEguKRbX.pdf,the COQUETTE,,musescore,F major; F major,4/4; 4/4,120.0 BPM,480,0,1
QmZfLEeXVrsxFFQSksRV6bGAeUGKAmK2i6UnE3zVzM5pSW,data/17/19/QmZfLEeXVrsxFFQSksRV6bGAeUGKAmK2i6UnE3zVzM5pSW.json,,mxl/17/19/QmZfLEeXVrsxFFQSksRV6bGAeUGKAmK2i6UnE3zVzM5pSW.mxl,pdf/17/19/QmZfLEeXVrsxFFQSksRV6bGAeUGKAmK2i6UnE3zVzM5pSW.pdf,Drunken Tinker; The,,musescore,,2/2; 2/2,120.0 BPM,480,0,1
Qma9ZpXsXdCUuVhRoNFe8Stjkc19CWsZpB7YiGB5fywrUE,data/0/8/Qma9ZpXsXdCUuVhRoNFe8Stjkc19CWsZpB7YiGB5fywrUE.json,,mxl/0/8/Qma9ZpXsXdCUuVhRoNFe8Stjkc19CWsZpB7YiGB5fywrUE.mxl,pdf/0/8/Qma9ZpXsXdCUuVhRoNFe8Stjkc19CWsZpB7YiGB5fywrUE.pdf,Title,Composer,musescore,,4/4,120.0 BPM,480,0,1
QmZya8F4weQ1HZnHbwV7YE8aWov9YM63Ljj28o1UmouaCz,data/17/54/QmZya8F4weQ1HZnHbwV7YE8aWov9YM63Ljj28o1UmouaCz.json,,mxl/17/54/QmZya8F4weQ1HZnHbwV7YE8aWov9YM63Ljj28o1UmouaCz.mxl,pdf/17/54/QmZya8F4weQ1HZnHbwV7YE8aWov9YM63Ljj28o1UmouaCz.pdf,Country Garden(s),,musescore,,2/2,120.0 BPM,480,0,1
QmVWdAgRWTkVHMpwv1BaUM98KuF59faWeYHeCx8jXvzzH9,data/13/51/QmVWdAgRWTkVHMpwv1BaUM98KuF59faWeYHeCx8jXvzzH9.json,,mxl/13/51/QmVWdAgRWTkVHMpwv1BaUM98KuF59faWeYHeCx8jXvzzH9.mxl,pdf/13/51/QmVWdAgRWTkVHMpwv1BaUM98KuF59faWeYHeCx8jXvzzH9.pdf,NEWBURY QUICKSTEP,,musescore,G major; G major,6/8; 6/8,120.0 BPM,480,0,3
QmUHBAgWG6nPj5Qu55JPUMSyjbEKofQMYuE7JCqTqdQ8ax,data/12/24/QmUHBAgWG6nPj5Qu55JPUMSyjbEKofQMYuE7JCqTqdQ8ax.json,,mxl/12/24/QmUHBAgWG6nPj5Qu55JPUMSyjbEKofQMYuE7JCqTqdQ8ax.mxl,pdf/12/24/QmUHBAgWG6nPj5Qu55JPUMSyjbEKofQMYuE7JCqTqdQ8ax.pdf,Apples In Winter,Trad,musescore,E minor; E minor,6/8; 6/8,120.0 BPM,480,0,1
QmVnsurWTvH8X8r8JYUjYKGZvBKNegTwYUnH2tyn5J49iG,data/13/33/QmVnsurWTvH8X8r8JYUjYKGZvBKNegTwYUnH2tyn5J49iG.json,,mxl/13/33/QmVnsurWTvH8X8r8JYUjYKGZvBKNegTwYUnH2tyn5J49iG.mxl,pdf/13/33/QmVnsurWTvH8X8r8JYUjYKGZvBKNegTwYUnH2tyn5J49iG.pdf,Oh; What Wilt Thou Do?,Harry C. Jones,musescore,Db major,4/4,120.0 BPM,480,0,2
QmRdWcu8RGCpy8uva7oQ9wzudXvKQRGuGNs7rokDQZeipr,data/9/15/QmRdWcu8RGCpy8uva7oQ9wzudXvKQRGuGNs7rokDQZeipr.json,,mxl/9/15/QmRdWcu8RGCpy8uva7oQ9wzudXvKQRGuGNs7rokDQZeipr.mxl,pdf/9/15/QmRdWcu8RGCpy8uva7oQ9wzudXvKQRGuGNs7rokDQZeipr.pdf,My Kindly Sweetheart,,musescore,B minor; B minor,4/4; 4/4,120.0 BPM,480,0,1
QmUyHWemUZYXsW6sAodBvtiaEL5RPJe6gDML5tDymN36om,data/12/54/QmUyHWemUZYXsW6sAodBvtiaEL5RPJe6gDML5tDymN36om.json,,mxl/12/54/QmUyHWemUZYXsW6sAodBvtiaEL5RPJe6gDML5tDymN36om.mxl,pdf/12/54/QmUyHWemUZYXsW6sAodBvtiaEL5RPJe6gDML5tDymN36om.pdf,Llodrau Tynn,,musescore,D major; D major; D major,9/8; 9/8; 9/8,120.0 BPM,480,0,1
QmRfsKjHjyRQwAenpFNqubQtN9Z2oDFyuYGCRdeM62BfNk,data/9/19/QmRfsKjHjyRQwAenpFNqubQtN9Z2oDFyuYGCRdeM62BfNk.json,,mxl/9/19/QmRfsKjHjyRQwAenpFNqubQtN9Z2oDFyuYGCRdeM62BfNk.mxl,pdf/9/19/QmRfsKjHjyRQwAenpFNqubQtN9Z2oDFyuYGCRdeM62BfNk.pdf,Parting Glass,Traditional,musescore,E minor; A minor; B minor,4/4,79.9998 BPM,480,0,1
QmQyeWXuHYSs4yvwAjk6dpGNQYjmTZsdLTLcmgRNLYh9pm,data/8/54/QmQyeWXuHYSs4yvwAjk6dpGNQYjmTZsdLTLcmgRNLYh9pm.json,,mxl/8/54/QmQyeWXuHYSs4yvwAjk6dpGNQYjmTZsdLTLcmgRNLYh9pm.mxl,pdf/8/54/QmQyeWXuHYSs4yvwAjk6dpGNQYjmTZsdLTLcmgRNLYh9pm.pdf,Scots Wha Hae,,musescore,F major,3/4,120.0 BPM,480,0,1
Qmb2xtUYthuwtcFAg8Q8qiWuckhyKXLte7iZc2W7zUXzJr,data/1/1/Qmb2xtUYthuwtcFAg8Q8qiWuckhyKXLte7iZc2W7zUXzJr.json,,mxl/1/1/Qmb2xtUYthuwtcFAg8Q8qiWuckhyKXLte7iZc2W7zUXzJr.mxl,pdf/1/1/Qmb2xtUYthuwtcFAg8Q8qiWuckhyKXLte7iZc2W7zUXzJr.pdf,Lady Caroline Lee;s Waltz. JGi.147,,musescore,,6/8; 6/8,105.0 BPM; 105.0 BPM,480,0,1
Qmdgn4zUWqpJCfpmh93p99za61XEXXuQX6ZpqRqMo8ucMo,data/3/21/Qmdgn4zUWqpJCfpmh93p99za61XEXXuQX6ZpqRqMo8ucMo.json,,mxl/3/21/Qmdgn4zUWqpJCfpmh93p99za61XEXXuQX6ZpqRqMo8ucMo.mxl,pdf/3/21/Qmdgn4zUWqpJCfpmh93p99za61XEXXuQX6ZpqRqMo8ucMo.pdf,McCabe's Reel [1],,musescore,G major,2/2,120.0 BPM,480,0,1
QmWpzYhQreqz9NyHUv3Swrg91xTNNFKha8fcnKCrrm4aPP,data/14/36/QmWpzYhQreqz9NyHUv3Swrg91xTNNFKha8fcnKCrrm4aPP.json,,mxl/14/36/QmWpzYhQreqz9NyHUv3Swrg91xTNNFKha8fcnKCrrm4aPP.mxl,pdf/14/36/QmWpzYhQreqz9NyHUv3Swrg91xTNNFKha8fcnKCrrm4aPP.pdf,The Pitnacree Ferrymen,,musescore,D major; D major,4/4; 4/4,120.0 BPM,480,0,1
QmWvuASfQNg36nSWMTBrSftVWFQ3a86JuxJFkDKjHg7zag,data/14/48/QmWvuASfQNg36nSWMTBrSftVWFQ3a86JuxJFkDKjHg7zag.json,,mxl/14/48/QmWvuASfQNg36nSWMTBrSftVWFQ3a86JuxJFkDKjHg7zag.mxl,pdf/14/48/QmWvuASfQNg36nSWMTBrSftVWFQ3a86JuxJFkDKjHg7zag.pdf,Si vaga e la mia fiamma,Ruggiero Giovanelli,musescore,,4/4; 4/4,90.0 BPM; 90.0 BPM; 90.0 BPM; 90.0 BPM; 90.0 BPM; 90.0 BPM,480,0,3
QmYJxy6tmgoH4zg8CkrDZryujdB9eVJ232L2c45UvZ9Qwz,data/16/27/QmYJxy6tmgoH4zg8CkrDZryujdB9eVJ232L2c45UvZ9Qwz.json,,mxl/16/27/QmYJxy6tmgoH4zg8CkrDZryujdB9eVJ232L2c45UvZ9Qwz.mxl,pdf/16/27/QmYJxy6tmgoH4zg8CkrDZryujdB9eVJ232L2c45UvZ9Qwz.pdf,RVW2/1/86 When I Was A Young Man (2 of 3)-0,Transcribed by Simon Furey and Lewis Jones,musescore,G major,3/4; 4/4; 3/4,100.0002 BPM,480,0,1
QmPVhVCgv6TaG4AR3kaCsu6orFzwxhjjXU5AWeXZmx5Hnk,data/7/49/QmPVhVCgv6TaG4AR3kaCsu6orFzwxhjjXU5AWeXZmx5Hnk.json,,mxl/7/49/QmPVhVCgv6TaG4AR3kaCsu6orFzwxhjjXU5AWeXZmx5Hnk.mxl,pdf/7/49/QmPVhVCgv6TaG4AR3kaCsu6orFzwxhjjXU5AWeXZmx5Hnk.pdf,Y Lili - The Lilly,Trad.,musescore,D major; D major,2/4; 2/4,45.0 BPM; 45.0 BPM,480,0,1
QmbeBJp2nMZdzAPJd5FpSaQJzFHiZfG59gyndiyHNRzi7M,data/1/17/QmbeBJp2nMZdzAPJd5FpSaQJzFHiZfG59gyndiyHNRzi7M.json,,mxl/1/17/QmbeBJp2nMZdzAPJd5FpSaQJzFHiZfG59gyndiyHNRzi7M.mxl,pdf/1/17/QmbeBJp2nMZdzAPJd5FpSaQJzFHiZfG59gyndiyHNRzi7M.pdf,Roxburgh Castle,,musescore,G major; G major,4/4; 4/4,120.0 BPM,480,0,1
QmPis16rK6dkbVLodgsgYJoTM1J2copDNE1j5A6CVgkgBV,data/7/25/QmPis16rK6dkbVLodgsgYJoTM1J2copDNE1j5A6CVgkgBV.json,,mxl/7/25/QmPis16rK6dkbVLodgsgYJoTM1J2copDNE1j5A6CVgkgBV.mxl,pdf/7/25/QmPis16rK6dkbVLodgsgYJoTM1J2copDNE1j5A6CVgkgBV.pdf,Linen Cap; The,,musescore,A major,2/2,120.0 BPM,480,0,1
QmNQjFMkEjus5LA3tXA9ssyYYcdheGm8414DwzaaK2QeXW,data/6/39/QmNQjFMkEjus5LA3tXA9ssyYYcdheGm8414DwzaaK2QeXW.json,,mxl/6/39/QmNQjFMkEjus5LA3tXA9ssyYYcdheGm8414DwzaaK2QeXW.mxl,pdf/6/39/QmNQjFMkEjus5LA3tXA9ssyYYcdheGm8414DwzaaK2QeXW.pdf,Lady Harriots Reel. VWMLa.085,,musescore,F major; F major,2/2; 2/2,169.9998 BPM; 169.9998 BPM,480,0,1
QmRUEFKRSbEZzJXZwScS8zFM7nW9cfKUDbuorsYTY5pmNQ,data/9/47/QmRUEFKRSbEZzJXZwScS8zFM7nW9cfKUDbuorsYTY5pmNQ.json,,mxl/9/47/QmRUEFKRSbEZzJXZwScS8zFM7nW9cfKUDbuorsYTY5pmNQ.mxl,pdf/9/47/QmRUEFKRSbEZzJXZwScS8zFM7nW9cfKUDbuorsYTY5pmNQ.pdf,Victory [2],,musescore,G major; G major,2/2; 2/2,120.0 BPM,480,0,1
QmXKNi93ibpxQNfqS5fiZ5CRPtgXkLFZSxcjK4f13YMWRJ,data/15/29/QmXKNi93ibpxQNfqS5fiZ5CRPtgXkLFZSxcjK4f13YMWRJ.json,,mxl/15/29/QmXKNi93ibpxQNfqS5fiZ5CRPtgXkLFZSxcjK4f13YMWRJ.mxl,pdf/15/29/QmXKNi93ibpxQNfqS5fiZ5CRPtgXkLFZSxcjK4f13YMWRJ.pdf,HOPE TOLD A FLATTERING TALE,,musescore,G major; G minor,6/8,96.0 BPM,480,0,1
QmVxbKVj5cgiZ2cfRqZxEtTgTq1FdrsFUTmHgSMwGjiCDp,data/13/52/QmVxbKVj5cgiZ2cfRqZxEtTgTq1FdrsFUTmHgSMwGjiCDp.json,,mxl/13/52/QmVxbKVj5cgiZ2cfRqZxEtTgTq1FdrsFUTmHgSMwGjiCDp.mxl,pdf/13/52/QmVxbKVj5cgiZ2cfRqZxEtTgTq1FdrsFUTmHgSMwGjiCDp.pdf,Inasmuch,George Frederick Root,musescore,A major,4/4,115.0002 BPM,480,0,2
